Player Name,Club,Goals_Percentile,Shots_Percentile,Shots_On_Target_Percentile,Conversion_Percentile,Attacking_Percentile
Gonçalo Guedes,Wolverhampton Wanderers,62.53968253968254,63.01587301587301,48.25396825396825,28.57142857142857,50.6
Antoine Semenyo,Bournemouth,20.158730158730158,99.36507936507937,52.539682539682545,28.57142857142857,50.16
Jens Cajuste,Ipswich Town,48.888888888888886,40.476190476190474,79.36507936507937,28.57142857142857,49.33
Keane Lewis-Potter,Brentford,48.888888888888886,64.60317460317461,52.539682539682545,28.57142857142857,48.65
Ilkay Gündogan,Manchester City,48.888888888888886,63.01587301587301,48.25396825396825,28.57142857142857,47.18
Ethan Nwaneri,Arsenal,77.46031746031747,59.523809523809526,23.174603174603174,28.57142857142857,47.18
Sander Berge,Fulham,20.158730158730158,21.26984126984127,82.22222222222221,61.111111111111114,46.19
Jota Silva,Nottingham Forest,71.26984126984127,58.88888888888889,23.174603174603174,28.57142857142857,45.48
Lewis Cook,Bournemouth,48.888888888888886,44.761904761904766,57.61904761904761,28.57142857142857,44.96
Richarlison,Tottenham Hotspur,77.46031746031747,50.0,23.174603174603174,28.57142857142857,44.8
Gabriel Jesus,Arsenal,71.26984126984127,54.920634920634924,23.174603174603174,28.57142857142857,44.48
Carlos Alcaraz,Everton,62.53968253968254,63.01587301587301,23.174603174603174,28.57142857142857,44.33
Vitaly Janelt,Brentford,48.888888888888886,44.761904761904766,52.539682539682545,28.57142857142857,43.69
Pablo Sarabia,Wolverhampton Wanderers,71.26984126984127,50.0,23.174603174603174,28.57142857142857,43.25
Niclas Füllkrug,West Ham United,71.26984126984127,48.41269841269841,23.174603174603174,28.57142857142857,42.86
Ross Barkley,Aston Villa,71.26984126984127,48.41269841269841,23.174603174603174,28.57142857142857,42.86
Donyell Malen,Aston Villa,71.26984126984127,46.666666666666664,23.174603174603174,28.57142857142857,42.42
Enes Ünal,Bournemouth,62.53968253968254,54.920634920634924,23.174603174603174,28.57142857142857,42.3
Jarrod Bowen,West Ham United,20.158730158730158,96.82539682539682,23.174603174603174,28.57142857142857,42.18
George Hirst,Ipswich Town,71.26984126984127,44.761904761904766,23.174603174603174,28.57142857142857,41.94
Jaden Philogene,Ipswich Town,62.53968253968254,53.01587301587302,23.174603174603174,28.57142857142857,41.83
Luis Díaz,Liverpool,20.158730158730158,93.96825396825396,23.174603174603174,28.57142857142857,41.47
James McAtee,Manchester City,71.26984126984127,40.476190476190474,23.174603174603174,28.57142857142857,40.87
Archie Gray,Tottenham Hotspur,20.158730158730158,13.968253968253968,57.61904761904761,71.42857142857143,40.79
