Player Name,Club,Appearances,Minutes,Goals Per 90,Assists Per 90,Shots Per 90,Shots On Target Per 90,Big Chances Missed Per 90,Touches Per 90,Passes Per 90,Successful Passes Per 90,Crosses Per 90,Successful Crosses Per 90,fThird Passes Per 90,Successful fThird Passes Per 90,Through Balls Per 90,Carries Per 90,Progressive Carries Per 90,Possession Won Per 90,Dispossessed Per 90,Clearances Per 90,Interceptions Per 90,Blocks Per 90,Tackles Per 90,Ground Duels Per 90,gDuels Won Per 90,Aerial Duels Per 90,aDuels Won Per 90,Goals Conceded Per 90
Albert Grønbæk,Southampton,4,143,0.0,0.0,1.26,0.0,0.0,27.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.63,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,Southampton,5,450,0.0,0.0,0.0,0.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armel Bella-Kotchap,Southampton,4,329,0.0,0.0,0.27,0.0,0.27,73.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0
Ben Brereton,Southampton,10,448,0.0,0.0,2.21,0.0,0.4,43.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Cameron Archer,Southampton,35,1432,0.13,0.0,1.82,0.19,0.63,28.34,48.39,39.34,0.0,0.0,8.61,4.27,0.06,8.23,3.83,2.77,1.63,0.57,0.88,0.88,0.82,1.82,1.32,4.15,2.77,0.0
Charlie Taylor,Southampton,8,353,0.0,0.0,0.0,0.0,0.0,72.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0
Chiedozie Ogbene,Southampton,5,240,0.0,0.0,0.0,0.0,0.0,29.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0
Flynn Downes,Southampton,27,2154,0.04,0.0,0.42,0.21,0.04,59.08,68.02,61.71,0.38,0.0,14.71,11.74,0.04,12.83,7.98,2.63,0.71,2.09,0.67,1.21,2.05,2.97,1.92,3.89,2.3,0.0
Jack Stephens,Southampton,19,1394,0.06,0.0,0.26,0.26,0.0,71.99,70.7,61.21,0.06,0.0,11.23,7.81,0.0,11.81,4.45,3.94,0.19,3.16,1.36,1.68,2.2,6.07,4.07,8.13,5.49,0.0
James Bree,Southampton,17,1073,0.0,0.08,0.34,0.34,0.0,59.97,58.55,48.06,2.35,0.42,16.94,12.58,0.17,12.08,4.03,6.12,0.42,2.26,1.93,0.34,1.59,10.57,5.79,2.01,0.92,0.0
Jan Bednarek,Southampton,30,2535,0.07,0.0,0.18,0.18,0.04,74.09,80.41,71.15,0.39,0.18,16.26,11.79,0.14,27.34,17.54,4.65,0.11,6.71,0.85,0.78,1.28,4.47,2.59,4.76,2.95,0.0
Jay Robinson,Southampton,4,135,0.0,0.0,0.67,0.0,0.0,44.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.67,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0
Joachim Kayi-Sanda,Southampton,2,12,0.0,0.0,0.0,0.0,0.0,142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Aribo,Southampton,32,2018,0.13,0.0,0.76,0.45,0.09,60.52,21.54,17.3,1.43,0.31,7.63,5.49,0.13,10.39,5.13,4.19,0.8,1.25,0.54,0.09,2.1,10.26,4.95,5.44,1.78,0.0
Joe Lumley,Southampton,3,270,0.0,0.0,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamaldeen Sulemana,Southampton,26,1406,0.06,0.0,1.86,1.73,0.13,42.31,56.97,46.02,4.8,0.7,29.0,22.08,0.58,28.61,17.67,6.34,1.6,0.45,0.9,0.19,1.41,18.18,7.68,3.46,1.73,0.0
Kyle Walker-Peters,Southampton,33,2922,0.0,0.06,0.62,0.68,0.0,66.19,26.27,21.16,2.31,0.46,14.08,10.26,0.22,11.09,5.3,3.2,1.2,2.31,0.28,0.0,1.36,7.73,3.54,0.92,0.18,0.0
Lesley Ugochukwu,Southampton,26,1664,0.05,0.0,0.54,0.22,0.11,50.35,140.35,125.91,0.7,0.16,16.55,11.41,0.16,26.29,14.39,6.54,0.7,1.24,1.78,1.3,2.7,7.41,3.95,7.52,4.49,0.0
Mason Holgate,Southampton,1,5,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Fernandes,Southampton,36,2919,0.06,0.12,1.29,1.36,0.18,59.14,29.26,23.22,1.82,0.31,13.32,9.28,0.43,13.6,8.54,3.85,1.11,0.0,0.52,0.03,2.74,10.85,5.24,1.29,0.4,0.0
Paul Onuachu,Southampton,25,1044,0.34,0.0,2.93,1.47,0.43,42.59,63.02,55.86,9.31,2.93,31.55,27.16,0.0,35.0,18.88,6.98,3.1,1.38,0.78,0.17,0.6,16.98,7.67,3.71,1.03,0.0
